22	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	30-39 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
25	Male	White / Caucasian	Europe	High/secondary school	40-49 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat satisfied
27	Male	White / Caucasian	Europe	Some college or university	30-39 hours	About half my work is web-related.	Yes - very frequently	Somewhat dissatisfied
30	Male	White / Caucasian	Europe	Master's degree	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
50	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - once in a while	Somewhat satisfied
32	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat satisfied
37	Male	White / Caucasian	Europe	Some college or university	30-39 hours	Most of my work is web-related.	Yes - once in a while	Neutral
22	Male	Hispanic / Latino	Europe	Some college or university	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
23	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	50-59 hours	All or nearly all of my work is web-related.	Yes - very frequently	Very satisfied
41	Male	Other	North and Central America	College diploma, associate's, bachelor's, or other degree	30-39 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat dissatisfied
24	Male	White / Caucasian	Europe	Master's degree	50-59 hours	Around a quarter of my work is web-related.	Yes - frequently	Somewhat satisfied
31	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
42	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	60 hours or more	About half my work is web-related.	Yes - frequently	Somewhat satisfied
31	Male	White / Caucasian	Europe	High/secondary school	40-49 hours	All or nearly all of my work is web-related.	Yes - very frequently	Very satisfied
36	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	30-39 hours	All or nearly all of my work is web-related.	Yes - frequently	Very satisfied
24	Male	White / Caucasian	Europe	High/secondary school	40-49 hours	Web-related work is a small part of what I do.	Yes - very frequently	Somewhat satisfied
26	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - once in a while	Somewhat dissatisfied
31	Male	White / Caucasian	Oceania	Some college or university	Less than 20 hours	Most of my work is web-related.	Yes - once in a while	Somewhat satisfied
27	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	30-39 hours	All or nearly all of my work is web-related.	Yes - frequently	Neutral
25	Male	Other	Africa	College diploma, associate's, bachelor's, or other degree	50-59 hours	Most of my work is web-related.	Yes - very frequently	Neutral
36	Male	White / Caucasian	Europe	High/secondary school	30-39 hours	Most of my work is web-related.	Yes - once in a while	Somewhat satisfied
55	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	Most of my work is web-related.	Yes - frequently	Somewhat dissatisfied
25	Male	White / Caucasian	Europe	High/secondary school	30-39 hours	About half my work is web-related.	null	null
46	Female	White / Caucasian	Europe	Doctorate	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Very satisfied
26	Male	Other	Europe	College diploma, associate's, bachelor's, or other degree	30-39 hours	About half my work is web-related.	Yes - frequently	Somewhat satisfied
29	Male	White / Caucasian	Europe	High/secondary school	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
0	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - very frequently	Very satisfied
31	Male	White / Caucasian	Europe	Master's degree	30-39 hours	All or nearly all of my work is web-related.	Yes - once in a while	Somewhat satisfied
31	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	30-39 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
23	Male	White / Caucasian	North and Central America	College diploma, associate's, bachelor's, or other degree	40-49 hours	About half my work is web-related.	Yes - very frequently	Very dissatisfied
24	Male	White / Caucasian	Europe	Some college or university	30-39 hours	About half my work is web-related.	Yes - once in a while	Somewhat satisfied
22	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	30-39 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat satisfied
33	Male	White / Caucasian	Europe	Some college or university	40-49 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat dissatisfied
25	Male	White / Caucasian	Europe	High/secondary school	30-39 hours	All or nearly all of my work is web-related.	Yes - frequently	Neutral
27	Male	Asian / Pacific Rim	Asia	College diploma, associate's, bachelor's, or other degree	60 hours or more	All or nearly all of my work is web-related.	Yes - once in a while	Somewhat satisfied
21	Male	Asian / Pacific Rim	Europe	High/secondary school	Less than 20 hours	Most of my work is web-related.	Yes - very frequently	Neutral
25	Male	White / Caucasian	Europe	Some college or university	30-39 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
27	Male	White / Caucasian	Europe	Master's degree	40-49 hours	All or nearly all of my work is web-related.	Yes - very frequently	Neutral
34	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat dissatisfied
35	Male	White / Caucasian	Europe	Some college or university	50-59 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
18	Male	White / Caucasian	Europe	Some college or university	Less than 20 hours	Around a quarter of my work is web-related.	Yes - once in a while	Very satisfied
21	Male	White / Caucasian	Europe	Some college or university	40-49 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat dissatisfied
21	Male	White / Caucasian	Europe	High/secondary school	60 hours or more	All or nearly all of my work is web-related.	Yes - very frequently	Very satisfied
34	Male	White / Caucasian	Asia	College diploma, associate's, bachelor's, or other degree	50-59 hours	All or nearly all of my work is web-related.	Yes - once in a while	Somewhat satisfied
28	Female	White / Caucasian	North and Central America	Some college or university	60 hours or more	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat satisfied
45	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	Most of my work is web-related.	Yes - very frequently	Very dissatisfied
23	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Neutral
26	Male	White / Caucasian	Europe	Master's degree	40-49 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
29	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - once in a while	Somewhat satisfied
27	Male	White / Caucasian	Europe	Doctorate	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
23	Male	White / Caucasian	Europe	Some college or university	30-39 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat satisfied
28	Female	White / Caucasian	Europe	Master's degree	30-39 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
25	Male	White / Caucasian	Europe	Some college or university	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Very satisfied
24	Male	White / Caucasian	Oceania	College diploma, associate's, bachelor's, or other degree	30-39 hours	Most of my work is web-related.	Yes - once in a while	Somewhat dissatisfied
24	Male	White / Caucasian	Europe	High/secondary school	30-39 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat satisfied
30	Male	White / Caucasian	Europe	Master's degree	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
26	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat satisfied
29	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
26	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	50-59 hours	All or nearly all of my work is web-related.	Yes - frequently	Very satisfied
25	Male	White / Caucasian	Europe	Master's degree	30-39 hours	Most of my work is web-related.	Yes - once in a while	Somewhat satisfied
31	Male	Asian / Pacific Rim	Asia	High/secondary school	40-49 hours	Web-related work is a small part of what I do.	Yes - frequently	Somewhat satisfied
31	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	30-39 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
27	Male	White / Caucasian	Asia	College diploma, associate's, bachelor's, or other degree	30-39 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
42	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	50-59 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat satisfied
18	Male	White / Caucasian	Europe	High/secondary school	Less than 20 hours	Around a quarter of my work is web-related.	Yes - very frequently	Somewhat satisfied
25	Male	White / Caucasian	Europe	High/secondary school	60 hours or more	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat satisfied
25	Male	Other	Europe	Some college or university	50-59 hours	Around a quarter of my work is web-related.	Yes - frequently	Neutral
26	Male	White / Caucasian	Europe	Master's degree	20-29 hours	Most of my work is web-related.	Yes - frequently	Neutral
35	Male	Asian / Pacific Rim	Asia	College diploma, associate's, bachelor's, or other degree	60 hours or more	All or nearly all of my work is web-related.	Yes - very frequently	Neutral
34	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	Most of my work is web-related.	Yes - frequently	Very satisfied
33	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	30-39 hours	About half my work is web-related.	Yes - frequently	Neutral
27	Male	White / Caucasian	Europe	Some college or university	20-29 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat dissatisfied
22	Male	White / Caucasian	Europe	Some college or university	40-49 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
29	Male	White / Caucasian	Europe	Master's degree	40-49 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat satisfied
26	Male	White / Caucasian	Europe	Master's degree	30-39 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
40	Male	White / Caucasian	Oceania	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - once in a while	Somewhat satisfied
35	null	White / Caucasian	Europe	Master's degree	40-49 hours	All or nearly all of my work is web-related.	Yes - once in a while	Somewhat satisfied
21	Male	White / Caucasian	Europe	High/secondary school	40-49 hours	Most of my work is web-related.	Yes - frequently	Very satisfied
25	Male	Hispanic / Latino	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat dissatisfied
21	Male	White / Caucasian	Europe	Some college or university	50-59 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
26	Female	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Very satisfied
28	Male	White / Caucasian	Europe	Master's degree	50-59 hours	All or nearly all of my work is web-related.	Yes - very frequently	Very satisfied
24	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - once in a while	Very dissatisfied
29	Male	White / Caucasian	Europe	High/secondary school	null	null	Yes - once in a while	Somewhat dissatisfied
25	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	Less than 20 hours	All or nearly all of my work is web-related.	Yes - frequently	Very dissatisfied
20	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	Most of my work is web-related.	Yes - frequently	Very dissatisfied
35	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
39	Male	White / Caucasian	Europe	High/secondary school	30-39 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
27	Male	White / Caucasian	North and Central America	College diploma, associate's, bachelor's, or other degree	30-39 hours	About half my work is web-related.	Yes - frequently	Somewhat satisfied
18	Male	White / Caucasian	Europe	High/secondary school	Less than 20 hours	Around a quarter of my work is web-related.	Yes - once in a while	Somewhat dissatisfied
35	Female	Other	Europe	Master's degree	30-39 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
24	Male	White / Caucasian	Europe	High/secondary school	Less than 20 hours	Web-related work is a small part of what I do.	Yes - once in a while	Neutral
32	Male	Asian / Pacific Rim	Europe	Master's degree	40-49 hours	Most of my work is web-related.	Yes - frequently	Very satisfied
24	Female	Asian / Pacific Rim	Asia	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - very frequently	Very satisfied
29	Male	White / Caucasian	Europe	Some college or university	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
25	Male	White / Caucasian	Europe	Master's degree	30-39 hours	All or nearly all of my work is web-related.	Yes - frequently	Very satisfied
18	Male	White / Caucasian	Europe	High/secondary school	40-49 hours	Most of my work is web-related.	Yes - very frequently	Somewhat satisfied
35	Male	White / Caucasian	Europe	Master's degree	50-59 hours	Web-related work is a small part of what I do.	Yes - frequently	Neutral
19	Male	White / Caucasian	Europe	High/secondary school	Less than 20 hours	About half my work is web-related.	Yes - frequently	Somewhat satisfied
27	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	30-39 hours	Most of my work is web-related.	Yes - frequently	Very satisfied
34	Female	White / Caucasian	Europe	Master's degree	50-59 hours	All or nearly all of my work is web-related.	Yes - very frequently	Somewhat satisfied
24	Male	White / Caucasian	Europe	Some college or university	40-49 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
25	Male	White / Caucasian	Europe	High/secondary school	Less than 20 hours	Most of my work is web-related.	Yes - frequently	Somewhat satisfied
26	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	40-49 hours	All or nearly all of my work is web-related.	Yes - once in a while	Somewhat satisfied
31	Male	White / Caucasian	Europe	College diploma, associate's, bachelor's, or other degree	60 hours or more	Web-related work is a small part of what I do.	Yes - frequently	Somewhat satisfied
24	Male	White / Caucasian	Europe	Some college or university	20-29 hours	All or nearly all of my work is web-related.	Yes - frequently	Somewhat satisfied
